no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
11,618803A001,부산시 강서구,2016-12-11,2.3,10,-5,53.9,300.2,1.2,0,,11.9,0,,6.9,
11,714902A001,청도군 화양읍,2016-12-11,-0.2,10.2,-7.9,50.3,217.3,0.3,0,515,13,0,-1.1,4.31,
11,635821A001,창녕군 대지면,2016-12-11,-0.3,9,-6.6,56,335,0.8,0,530,8.9,0,-1.4,5.49,
11,660985B001,진주시 초전동,2016-12-11,0.3,9,-6.7,61.7,68.2,0.5,0,,10.8,0,,4.01,
11,063057B009,제주시 애월읍,2016-12-11,5.1,9.5,-0.2,60.7,,0,0,,12.2,0,5.2,,
11,037268B004,상주시 공성면,2016-12-11,-3.1,7.1,-9.2,63.8,104.8,0.3,0,485,1.1,0,,6.17,
11,429843A001,시흥시 하중동,2016-12-11,-1.6,6,-7.2,62.7,216.3,0.2,0,327,8.9,,,,
11,534833E001,무안군 청계면,2016-12-11,0.4,8.9,-6.2,61.7,29.4,0.5,0,479,12.4,,19.9,5.1,
11,590823A001,남원시 이백면,2016-12-11,-1.6,8.6,-8.5,67.9,126.3,0.2,0,514,12.3,0,-1.1,5.01,20.1
11,742290A001,상주시 초산동,2016-12-11,-1.6,7.5,-7.6,57.1,99.8,0.4,0,104,9.7,0,-2,5.61,34.6
11,536824B002,해남군 옥천면,2016-12-11,1.4,10.8,-6.9,64.2,123.4,0.3,0,,11.3,,,6.34,17.2
11,627911A001,밀양시 상남면,2016-12-11,2,10.9,-3.9,43.5,266.4,1.3,0,523,11.1,0,,6.21,27.5
11,330846A001,천안시 목천읍,2016-12-11,-2.3,5.9,-8.5,58.8,131.9,0.3,0,,28.1,0,-2.7,2.28,
11,539823A001,진도군 군내면,2016-12-11,2.7,8.4,-3.5,54.2,78.2,0.5,0,482,11.8,0,,8.4,26.1
11,269811A001,철원군 동송읍,2016-12-11,-5.2,2.7,-10.8,76.2,269.5,0.8,0,,10.4,0,-1.6,3.58,
11,487915A001,포천시 신북면,2016-12-11,-4.5,4.7,-10.6,74.9,131.6,0.6,0,494,19.8,,-4.5,,
12,429843A001,시흥시 하중동,2016-12-12,2.3,8.1,-4.9,60.2,183.7,0.2,0,48,5.2,,,,
12,534833E001,무안군 청계면,2016-12-12,7.8,12.9,0.4,62.4,49.8,1.1,0,177,5.2,,20.5,5.78,
12,037268B004,상주시 공성면,2016-12-12,0.2,8.4,-7.2,66.2,93.2,0.2,0,329,0.2,0,,5.71,
12,714902A001,청도군 화양읍,2016-12-12,1.4,9.4,-4.7,66.1,331.3,0.1,0,157,6.9,0,0.9,4.18,
12,269811A001,철원군 동송읍,2016-12-12,-3.1,6.5,-9.7,78,271.1,0.9,0,,6.7,0,-1.2,3.31,
12,330846A001,천안시 목천읍,2016-12-12,1.8,10.3,-5.6,60.3,98.9,0.4,0,,23.1,0,1.8,2.66,
12,539823A001,진도군 군내면,2016-12-12,7.4,14,0.3,77.7,87.4,0.4,1,114,4.6,381,,8.34,26
12,536824B002,해남군 옥천면,2016-12-12,6.6,14.1,-0.8,83.4,117.5,0.1,2,,4.6,,,6.87,17.2
12,627911A001,밀양시 상남면,2016-12-12,2.9,10.1,-2.5,65.6,151.5,0.6,0,115,6.1,43,,5.98,27.4
12,590823A001,남원시 이백면,2016-12-12,2.7,10,-4.4,71.6,,0,0,139,5.3,0,2.5,4.84,20
12,635821A001,창녕군 대지면,2016-12-12,1.5,8.7,-4.1,67.3,144.7,0.5,0,76,4.6,0,1.4,5.34,
12,742290A001,상주시 초산동,2016-12-12,0.3,8.8,-5.9,64.5,80.6,0.3,0,25,7.1,137,0.6,5.14,34.6
12,063057B009,제주시 애월읍,2016-12-12,10.2,14.4,3.7,72.2,,0,0,,4.1,0,9,,
12,660985B001,진주시 초전동,2016-12-12,3.1,10.5,-3.4,73.3,164.2,0.1,0,,5.5,0,,4.14,
12,487915A001,포천시 신북면,2016-12-12,-1.9,6.1,-8.4,73.9,120.8,0.8,0,387,7.7,,-1.9,,
12,618803A001,부산시 강서구,2016-12-12,5,11.9,-0.6,71.2,56.9,0.9,0,,5.9,0,,6.7,
13,037268B004,상주시 공성면,2016-12-13,4.1,10.7,-2.6,72,267,1,0,247,0,14,,6.04,
13,534833E001,무안군 청계면,2016-12-13,6.6,9.8,2.4,80.1,324.6,1.3,0,29,4.8,,20.4,6.67,
13,742290A001,상주시 초산동,2016-12-13,4.4,11.2,-1.6,76.2,184.9,0.5,0.5,0,5.9,399,4.2,5.52,34.5
13,063057B009,제주시 애월읍,2016-12-13,9.9,12.3,6.3,90.3,,0,0,,1.4,0,9.7,,
13,536824B002,해남군 옥천면,2016-12-13,7.7,11.2,5.6,86.3,299.9,0.9,0.1,,5.3,,,7.99,17.6
13,330846A001,천안시 목천읍,2016-12-13,2.6,7.6,-1.7,74.8,156.4,0.4,0,,22.8,0,2.3,3.99,
13,618803A001,부산시 강서구,2016-12-13,7.6,10.6,3.7,82.6,146.7,0.8,0,,3.2,0,,7.33,
13,269811A001,철원군 동송읍,2016-12-13,1.2,7.1,-3.3,77.6,278.3,1.4,0,,8.8,0,0,3.14,
13,590823A001,남원시 이백면,2016-12-13,6.3,11.3,1.1,77.2,273.5,0.6,0,0,4,0,5.5,6.15,20
13,714902A001,청도군 화양읍,2016-12-13,4.9,10.5,-0.2,75.4,253.9,0.3,0,91,5.1,0,4.2,5.37,
13,429843A001,시흥시 하중동,2016-12-13,3.4,9.2,-1.7,71.8,274,0.7,0,204,6.3,,,,
13,539823A001,진도군 군내면,2016-12-13,7.4,10.6,4.3,83.7,229.7,1.1,0,152,5.8,650,,9.18,26.1
13,487915A001,포천시 신북면,2016-12-13,1.7,8.4,-3,74.9,102.6,0.8,0,406,12.3,,1.7,,
13,660985B001,진주시 초전동,2016-12-13,6.5,10.2,1.2,79.9,7.9,0.9,0,,3.4,0,,5.5,
13,627911A001,밀양시 상남면,2016-12-13,7,11.6,2,72.6,290.3,1.4,0,25,4,254,,6.78,27.4
13,635821A001,창녕군 대지면,2016-12-13,5.3,10,-0.7,73.1,340.3,1.1,0,81,3.7,0,4.9,6.06,
14,618803A001,부산시 강서구,2016-12-14,5.8,9.7,2.2,76.3,317.9,2,0,,6.4,0,,7.68,
14,487915A001,포천시 신북면,2016-12-14,-2.1,-1.1,-4,92.2,115.5,0.8,3,6,0.4,,-2.1,,
14,660985B001,진주시 초전동,2016-12-14,3.4,8.5,-1.2,66.7,19.8,1.6,0,,7.7,0,,5.45,
14,063057B009,제주시 애월읍,2016-12-14,4.3,6.8,2.9,65.2,,0,0,,1.4,0,4.2,,
14,037268B004,상주시 공성면,2016-12-14,1.3,4.7,-2.9,68.1,265.6,1.3,0,300,0.1,0,,6.4,
14,590823A001,남원시 이백면,2016-12-14,0.2,4.7,-5,73.1,270.7,0.9,0,48,4.9,0,-0.6,6.2,19.9
14,429843A001,시흥시 하중동,2016-12-14,-0.4,3,-3.2,70.4,282.1,0.7,0,18,3.9,,,,
14,742290A001,상주시 초산동,2016-12-14,2,4.8,-0.1,69.1,236.3,1.5,0,19,4.8,0,2.1,6.12,34.5
14,536824B002,해남군 옥천면,2016-12-14,4.5,5.9,3.1,63.1,297.3,2.2,0,,4,,,7.32,17.5
14,627911A001,밀양시 상남면,2016-12-14,4.9,8.4,0.3,70.6,268.6,2.6,0,193,6.3,0,,7.18,27.2
14,539823A001,진도군 군내면,2016-12-14,4.3,6.1,3.4,62.5,251.7,3.1,0,9,2.9,0,,9,26.1
14,330846A001,천안시 목천읍,2016-12-14,0.2,2.5,-2.8,69.3,147.3,0.6,0,,23.9,0,-0.1,3.42,
14,269811A001,철원군 동송읍,2016-12-14,-2.2,-0.5,-4.7,88.5,296.9,2.1,0.5,,3.5,142,-0.3,3.09,
14,714902A001,청도군 화양읍,2016-12-14,3.6,6.2,1,71.8,320.7,0.6,0,3,4.5,58,3.5,6.14,
14,534833E001,무안군 청계면,2016-12-14,4.4,6,3.2,60.5,319.1,2.5,0,52,3.7,,20.3,5.94,
14,635821A001,창녕군 대지면,2016-12-14,3.4,7.4,-2.7,66.3,333.3,2.1,0,154,5.8,0,2.8,6.4,
15,536824B002,해남군 옥천면,2016-12-15,2.6,4.4,1.2,70.1,297.3,1.9,0.1,,6,,,6.7,17.2
15,487915A001,포천시 신북면,2016-12-15,-6.8,-2.7,-11.7,67.5,104.6,0.7,0,522,22.4,,-6.8,,
15,660985B001,진주시 초전동,2016-12-15,0.2,5.1,-5.2,62.4,331.5,2.2,0,,10.4,14,,3.96,
15,590823A001,남원시 이백면,2016-12-15,-1.3,3.2,-5.7,68.4,275.6,1.3,0,309,8.4,0,-1.4,5.18,19.8
15,618803A001,부산시 강서구,2016-12-15,2.1,5.9,-0.9,55.9,295.3,3.7,0,,11.4,0,,7.41,
15,037268B004,상주시 공성면,2016-12-15,-0.9,2.1,-4.6,52.1,273.8,2.3,0,481,0,0,,6.28,
15,330846A001,천안시 목천읍,2016-12-15,-2.4,1.2,-5.9,51.2,122.7,0.8,0,,28.7,0,-2.7,2.89,
15,714902A001,청도군 화양읍,2016-12-15,-0.2,4.6,-5.1,52.9,275.2,1.3,0,513,12.6,0,-0.5,5.4,
15,429843A001,시흥시 하중동,2016-12-15,-3.1,-0.1,-6.9,50.9,289.4,1.6,0,313,8.8,,,,
15,534833E001,무안군 청계면,2016-12-15,2.8,4.2,1.4,65.5,323.8,2.8,0,94,5.4,,20.1,5.35,
15,269811A001,철원군 동송읍,2016-12-15,-10.8,-3.5,-18.8,79.6,19.9,0.8,1.5,,10.6,0,-0.5,3,
15,063057B009,제주시 애월읍,2016-12-15,2.9,4.7,0.4,69.4,,0,2,,2.8,0,2.7,,
15,539823A001,진도군 군내면,2016-12-15,3,4.8,1.3,65.7,245.7,2.9,0,169,6.8,237,,8.38,25.9
15,742290A001,상주시 초산동,2016-12-15,-0.6,3.1,-5.2,49.4,268.1,1.9,0,98,9.5,0,-0.5,5.98,34.4
15,627911A001,밀양시 상남면,2016-12-15,1.3,6,-3.4,52.4,283.9,2.4,0,509,10.6,20,,6.45,27.1
15,635821A001,창녕군 대지면,2016-12-15,-0.6,5.4,-5.8,59.8,349.6,2.1,0,517,8.9,0,-1,5.52,
16,742290A001,상주시 초산동,2016-12-16,-2.4,3.2,-7.2,40,256.3,1.7,0,110,9.8,0,-2.5,5.27,34.2
16,330846A001,천안시 목천읍,2016-12-16,-4.2,1.2,-10.6,53.7,156.4,0.5,0,,30.3,0,-4.5,1.68,
16,536824B002,해남군 옥천면,2016-12-16,1.5,4.5,-2.8,70.3,299.8,1.3,0,,7.9,,,6.15,17
16,487915A001,포천시 신북면,2016-12-16,-8.5,-1.2,-15.9,69.9,241.4,0.4,0,489,19.1,,-8.5,,
16,618803A001,부산시 강서구,2016-12-16,-0.1,5.1,-5.6,39.2,279.4,2.4,0,,12,0,,6.43,
16,539823A001,진도군 군내면,2016-12-16,2.5,5.4,-2.5,61.9,231.4,1.8,0,169,7,124,,7.98,25.7
16,429843A001,시흥시 하중동,2016-12-16,-4.1,1.3,-9.9,54.9,266.6,0.6,0,312,8.9,,,,
16,627911A001,밀양시 상남면,2016-12-16,-1.2,6.1,-6.2,40.6,270.3,1.6,0,520,11.2,0,,5.33,27
16,635821A001,창녕군 대지면,2016-12-16,-2.2,4.2,-6.9,47.6,350.8,1.3,0,536,8.9,0,-3.3,4.54,
16,037268B004,상주시 공성면,2016-12-16,-2.4,1.4,-6.7,42.8,260.2,1.6,0,483,4.3,0,,5.72,
16,714902A001,청도군 화양읍,2016-12-16,-2.2,4.3,-8.4,39.6,272,0.5,0,513,13.1,0,-3.2,3.83,
16,660985B001,진주시 초전동,2016-12-16,0,5.6,-5.3,45.8,16.5,2.1,0,,10.9,0,,3.21,
16,269811A001,철원군 동송읍,2016-12-16,-10.5,-2.7,-18.6,72.1,65.4,0.8,0.5,,11.4,0,-1.1,3,
16,590823A001,남원시 이백면,2016-12-16,-2.6,2.8,-8.6,64,285.6,1.2,0,503,11.8,0,-2.3,4.46,19.7
16,063057B009,제주시 애월읍,2016-12-16,2.3,3.9,0.2,67.3,,0,0.5,,2.3,0,2.1,,
16,534833E001,무안군 청계면,2016-12-16,1.1,4.2,-2.5,73.5,350.4,1.6,0,282,9.5,,20,5.1,
17,487915A001,포천시 신북면,2016-12-17,1,6.8,-4.3,80,261.4,0.8,0,410,3.9,,1,,
17,063057B009,제주시 애월읍,2016-12-17,4.9,9.3,0,78,,0,0,,11.6,0,5.6,,
17,660985B001,진주시 초전동,2016-12-17,0.5,11,-6.7,76.4,187,0.3,0,,10.3,0,,2.9,
17,539823A001,진도군 군내면,2016-12-17,4.5,11.4,-3.1,76,162.3,0.2,0,365,10,559,,7.96,25.7
17,635821A001,창녕군 대지면,2016-12-17,-0.5,10.8,-8,69.8,68.2,0.6,0,531,8.3,0,-1.1,4.05,
17,536824B002,해남군 옥천면,2016-12-17,3.3,11.7,-3.8,80.9,311.2,0.3,0,,9.2,,,6.19,16.9
17,037268B004,상주시 공성면,2016-12-17,1.5,10,-4.1,68.2,232.6,0.8,0,332,3.6,50,,5.4,
17,714902A001,청도군 화양읍,2016-12-17,0.6,11,-6.6,62.2,230,0.3,0,512,12.2,0,-0.4,3.23,
17,627911A001,밀양시 상남면,2016-12-17,0.9,11.5,-6.4,66.2,259.8,0.8,0,518,10.5,117,,4.76,27
17,429843A001,시흥시 하중동,2016-12-17,3.7,11.5,-2.5,75.7,198.7,0.5,0,241,7.2,,,,
17,269811A001,철원군 동송읍,2016-12-17,0.4,5.4,-4.1,79.5,85,1.5,1,,5.6,0,-0.3,2.99,
17,618803A001,부산시 강서구,2016-12-17,2.6,10.1,-4.4,63.3,281.1,2,0,,11.4,0,,5.81,
17,330846A001,천안시 목천읍,2016-12-17,2.4,9.7,-3,68.6,116.6,0.3,0,,22.7,0,2,2.19,
17,742290A001,상주시 초산동,2016-12-17,3.6,10.4,-1.8,63.1,231.2,1.5,0,66,8.1,0,3.1,4.77,34.2
17,534833E001,무안군 청계면,2016-12-17,3.3,11.3,-2.1,80.4,25.1,0.9,0,416,10,,20.2,5.52,
17,590823A001,남원시 이백면,2016-12-17,1.8,10,-3.1,72,273.7,0.3,0,412,9.7,0,1.8,4.67,19.8
18,487915A001,포천시 신북면,2016-12-18,3.6,7.1,-0.4,88.3,267.9,0.7,0,21,0.5,,3.6,,
18,063057B009,제주시 애월읍,2016-12-18,9.9,15.7,1.7,71.3,,0,0,,10.9,0,9.2,,
18,536824B002,해남군 옥천면,2016-12-18,4.8,14.2,-4.4,88.3,122.3,0.3,0.4,,7.5,,,6.23,16.8
18,635821A001,창녕군 대지면,2016-12-18,0.7,10.7,-6.5,78.4,61.3,0.4,0,469,7.6,77,0.4,4.2,
18,660985B001,진주시 초전동,2016-12-18,1.2,10.7,-6,86.7,84.5,0.2,0,,8.4,123,,2.96,
18,534833E001,무안군 청계면,2016-12-18,7.2,14.3,0.2,79.1,52.5,1.3,0,228,8.4,,20.5,6.22,
18,714902A001,청도군 화양읍,2016-12-18,1.1,11.3,-6.6,75.4,237.1,0.2,0,480,10.2,40,0,3.24,
18,037268B004,상주시 공성면,2016-12-18,1.2,9.7,-6.5,76.2,262.2,0.4,0,470,8.4,33,,5.43,
18,269811A001,철원군 동송읍,2016-12-18,3,6.6,0.3,86.3,102.4,1.5,0,,2.3,0,0.4,2.93,
18,590823A001,남원시 이백면,2016-12-18,1.6,10.6,-5.7,85.9,248.6,0.2,0,207,6.8,111,1.3,4.63,19.7
18,627911A001,밀양시 상남면,2016-12-18,2.1,12.7,-4.9,79.3,160.4,0.5,0,461,9,184,,4.91,26.9
18,742290A001,상주시 초산동,2016-12-18,2.5,11.5,-5.2,75.1,206.4,0.6,0,67,8.9,212,2.4,4.85,34.1
18,539823A001,진도군 군내면,2016-12-18,6.9,14.9,-2.7,84.6,90.4,0.5,0.5,352,8.9,1092,,8.03,25.6
18,618803A001,부산시 강서구,2016-12-18,3.4,12.1,-4.7,82.4,277.6,0.9,0,,10.1,78,,5.69,
18,429843A001,시흥시 하중동,2016-12-18,6.1,9.5,2.1,76.8,129,0.7,0,0,3,,,,
18,330846A001,천안시 목천읍,2016-12-18,1.9,8.5,-2.9,85,90.6,0.2,0,,17.6,8,1.4,2.86,
19,269811A001,철원군 동송읍,2016-12-19,3.5,9.2,-0.3,87.4,238.6,0.5,0,,3.6,292,2.4,3.16,
19,635821A001,창녕군 대지면,2016-12-19,4.7,6.8,1.4,93.7,267.5,0.4,5,0,1.5,1188,5,5.18,
19,714902A001,청도군 화양읍,2016-12-19,4.2,6.8,-0.7,90.8,315.8,0.1,3.5,0,2.1,971,4.3,4.33,
19,487915A001,포천시 신북면,2016-12-19,5.2,12.6,0,88.9,120.3,0.5,0,327,3.6,,5.2,,
19,429843A001,시흥시 하중동,2016-12-19,8,13.9,3.5,81.7,96.8,0.3,1,11,3.8,,,,
19,063057B009,제주시 애월읍,2016-12-19,15,17.9,12.4,87,,0,13.5,,2.9,704,13.7,,
19,660985B001,진주시 초전동,2016-12-19,5.8,7.7,2,97.2,3.5,0.1,9.5,,1.3,1238,,4.53,
19,627911A001,밀양시 상남면,2016-12-19,5.6,7.9,2,88.2,209,0.3,6.5,0,1.6,830,,5.8,27
19,539823A001,진도군 군내면,2016-12-19,11.6,13.8,6.7,97.1,86.1,0.2,12,3,1.7,1439,,9.23,29.2
19,742290A001,상주시 초산동,2016-12-19,4.5,7,1.4,87.2,71.2,0.3,3,0,3,636,4.7,5.5,34.4
19,037268B004,상주시 공성면,2016-12-19,4.1,6.1,1.4,87.6,94.2,0.2,2.4,12,2.8,471,,5.84,
19,618803A001,부산시 강서구,2016-12-19,7,9.8,2.2,98.2,52.5,0.6,11,,2.4,923,,6.21,
19,330846A001,천안시 목천읍,2016-12-19,6,10.2,2.6,89.5,91.5,0.4,1,,18.9,502,5.8,5.1,
19,534833E001,무안군 청계면,2016-12-19,11.2,13.4,8.5,94.2,65.4,1.1,8,30,3,,20.8,8.12,
19,536824B002,해남군 옥천면,2016-12-19,10.7,12.5,7.5,99.3,199.3,0.1,15,,1.1,,,7.79,21.4
19,590823A001,남원시 이백면,2016-12-19,7.7,12,3.2,95.9,87.9,0,3.5,0,2.3,1089,7,5.78,19.9
20,429843A001,시흥시 하중동,2016-12-20,6.3,13.8,1.7,84.1,270.3,0.4,0,299,7.8,,,,
20,269811A001,철원군 동송읍,2016-12-20,2.1,11,-2.3,88.3,269.6,0.9,0.5,,8.1,91,2,3.56,
20,037268B004,상주시 공성면,2016-12-20,4.8,8,0.1,91,241.1,0.3,0,0,3,350,,6.46,
20,590823A001,남원시 이백면,2016-12-20,8.4,15.2,4.1,88.2,104.6,0.4,0,423,9.5,613,8.1,7.02,20.3
20,714902A001,청도군 화양읍,2016-12-20,7.9,14.4,2.2,89.6,226.7,0.3,0,389,9,823,7.5,6.46,
20,536824B002,해남군 옥천면,2016-12-20,9.5,15.5,4.6,92.3,338.5,0.3,0.1,,8.4,,,8.61,22.6
20,330846A001,천안시 목천읍,2016-12-20,6.1,12.2,1.3,88.7,154.9,0.2,0,,19.7,89,5.8,6.49,
20,618803A001,부산시 강서구,2016-12-20,10.3,15.7,5.3,92.5,94.1,1.2,0,,7.9,838,,7.39,
20,742290A001,상주시 초산동,2016-12-20,4.7,8,0.7,93.7,268.5,0.2,0,0,2.5,898,4.8,6.43,34.8
20,627911A001,밀양시 상남면,2016-12-20,8.8,15.6,3.7,91,252.2,0.9,0,470,9.4,992,,7.51,26.9
20,660985B001,진주시 초전동,2016-12-20,8.7,14.2,3.7,93.4,58.1,0.7,0,,8.4,746,,6.34,
20,487915A001,포천시 신북면,2016-12-20,3.6,12.1,-1.1,92.9,107.9,0.7,0,435,14.8,,3.6,,
20,539823A001,진도군 군내면,2016-12-20,7.8,13.7,2.8,92.5,51.6,0.2,0,428,8.8,1030,,9.85,30.7
20,534833E001,무안군 청계면,2016-12-20,8.3,13.9,3.7,87.9,3.3,0.9,0,482,10.4,,20.6,8.94,
20,063057B009,제주시 애월읍,2016-12-20,10.7,13.8,6.8,91.9,,0,0.5,,5.9,676,10.8,,
20,635821A001,창녕군 대지면,2016-12-20,7.8,12.6,1.9,91.5,337.1,1.2,0,422,7.9,749,7.6,6.81,
21,037268B004,상주시 공성면,2016-12-21,3.7,5.4,2,94.8,54.5,0.3,12,0,1.6,1143,,6.76,
21,536824B002,해남군 옥천면,2016-12-21,13.1,19.7,9.2,90.8,134.7,0.6,16.2,,0.7,,,8.61,24.2
21,635821A001,창녕군 대지면,2016-12-21,5.6,8.6,1.5,99.1,339.6,0.7,33,0,2.2,1115,6.2,7.12,
21,742290A001,상주시 초산동,2016-12-21,3.4,6.3,1.3,97.8,109.4,0.2,26,0,2,1269,3.9,6.77,35.5
21,429843A001,시흥시 하중동,2016-12-21,8,15.4,0.2,84.9,109.9,1.1,32.5,134,5.4,,,,
21,534833E001,무안군 청계면,2016-12-21,10.6,16.7,3.9,88.9,121.9,1.6,10.5,5,3.7,,20.7,7.85,
21,714902A001,청도군 화양읍,2016-12-21,6.4,15.8,2.3,99.1,284.3,0.4,31.5,2,3.4,1113,6.9,7.03,
21,063057B009,제주시 애월읍,2016-12-21,15.8,21,7.8,85.8,,0,27,,3.5,463,14.6,,
21,627911A001,밀양시 상남면,2016-12-21,7.6,16.5,2.1,97.6,132.6,1,23.5,83,4.3,1193,,7.95,27.6
21,618803A001,부산시 강서구,2016-12-21,10.5,17.4,3.5,97.5,93.3,2.2,22.5,,5,480,,7.9,
21,539823A001,진도군 군내면,2016-12-21,14,18.7,6.5,89.2,105.5,3.2,14,17,4.2,731,,10.01,31.3
21,330846A001,천안시 목천읍,2016-12-21,6.7,13.1,-0.2,89.8,85.1,0.6,25,,17.7,857,6.4,6.19,
21,590823A001,남원시 이백면,2016-12-21,9.6,17.7,1.7,86.8,59.4,1.5,9.5,158,4.6,428,9,7.33,20.3
21,660985B001,진주시 초전동,2016-12-21,7.2,11.7,1.8,97.8,30.4,0.5,42.5,,3.3,804,,6.57,
21,487915A001,포천시 신북면,2016-12-21,4.9,12.2,-1.1,92.1,122,0.8,19.5,314,5.9,,4.9,,
21,269811A001,철원군 동송읍,2016-12-21,4.2,10.6,-2.1,85.1,292.5,1.5,17,,5.5,101,3.2,3.81,
22,536824B002,해남군 옥천면,2016-12-22,9.9,19.8,6.3,86.3,280.7,1.7,4.6,,0.6,,,9.93,25.3
22,534833E001,무안군 청계면,2016-12-22,,,,87.6,262.4,2.1,3.5,0,0.7,,,,
22,063057B009,제주시 애월읍,2016-12-22,9.4,19.2,6.1,87.4,,0,16.5,,0.7,693,9.2,,
22,714902A001,청도군 화양읍,2016-12-22,12.9,18.5,5.8,69.9,239.4,2.1,29.5,74,5.5,391,12.5,10.31,
22,037268B004,상주시 공성면,2016-12-22,7.5,13.9,3.9,78.5,251.3,1.8,3.4,0,1.8,464,,7.07,
22,635821A001,창녕군 대지면,2016-12-22,12.2,18,6.3,73.7,247.6,3.1,9,107,5.5,512,11.6,8.77,
22,618803A001,부산시 강서구,2016-12-22,13.1,18,6.7,87.6,228.4,5.3,59.5,,1.7,605,,9.94,
22,660985B001,진주시 초전동,2016-12-22,12.2,18.5,6.3,82.5,230.3,2.4,13.5,,4.8,589,,9.01,
22,269811A001,철원군 동송읍,2016-12-22,4,8.1,1.3,92,272.5,2.2,43.5,,0.1,68,4.3,4.52,
22,742290A001,상주시 초산동,2016-12-22,7.8,14.6,4.1,81.1,252.9,2.2,7.5,0,1.4,639,7.6,7.3,38.5
22,539823A001,진도군 군내면,2016-12-22,9.4,18.5,6.1,84.7,276.9,4.1,5.5,0,0.8,635,,11.17,33
22,487915A001,포천시 신북면,2016-12-22,4.9,7.9,1.8,99.3,133.3,1.2,22.5,6,0.4,,4.9,,
22,429843A001,시흥시 하중동,2016-12-22,8,14.5,4,90,271.7,2.2,21,0,1.2,,,,
22,330846A001,천안시 목천읍,2016-12-22,7.3,13.9,2.5,90.5,152.6,0.9,12,,9.5,636,7.1,8.38,
22,590823A001,남원시 이백면,2016-12-22,9.8,19.2,4.4,87.6,244.2,2.9,12,0,1,765,9,8.96,26.5
22,627911A001,밀양시 상남면,2016-12-22,13.6,18.6,6.2,75,167.4,2.9,38.5,72,3.5,432,,12.02,31.9
23,627911A001,밀양시 상남면,2016-12-23,4.9,7.5,1.7,57,268.2,2,0,361,8.9,0,,9.79,30.3
23,618803A001,부산시 강서구,2016-12-23,4.8,7,2,63.5,285.3,3.9,0,,9,0,,9.55,
23,534833E001,무안군 청계면,2016-12-23,,,,74.8,302.8,2.1,0.5,90,4.3,,,,
23,330846A001,천안시 목천읍,2016-12-23,-0.5,2.5,-2.7,86.9,151,0.8,4,,15.7,828,-0.7,5.51,
23,487915A001,포천시 신북면,2016-12-23,-2.2,1.9,-4,88.8,132.8,1.4,0,29,0.4,,-2.2,,
23,714902A001,청도군 화양읍,2016-12-23,3.8,6.4,0.6,55.7,274.6,2,0,87,5.7,0,3.9,8.29,
23,536824B002,해남군 옥천면,2016-12-23,4.1,6.4,2.8,78.2,288.9,2.1,3.4,,3.9,,,8.01,24.1
23,742290A001,상주시 초산동,2016-12-23,1.9,4.3,-1,65.4,253.8,2.1,0,11,3.8,94,2.2,7.37,38.7
23,037268B004,상주시 공성면,2016-12-23,1.3,4.3,-1.2,70.9,275.8,2.8,1.1,34,2.8,56,,7.17,
23,429843A001,시흥시 하중동,2016-12-23,0.2,4,-1.7,74.6,287.3,2.5,0,14,2.8,,,,
23,635821A001,창녕군 대지면,2016-12-23,4.4,6.4,1.2,58.3,268.6,3.2,0,350,7.9,0,4.7,8.1,
23,660985B001,진주시 초전동,2016-12-23,4.6,6.3,2.2,67.5,344.9,2.9,0,,7,0,,7.73,
23,063057B009,제주시 애월읍,2016-12-23,4.9,6.8,2.8,70.5,,0,1,,2.9,38,4.7,,
23,269811A001,철원군 동송읍,2016-12-23,-2.6,2,-4.1,84.6,234,3.5,0.5,,1.9,64,0.2,4.47,
23,539823A001,진도군 군내면,2016-12-23,4.4,6.3,2.6,70.7,276.1,4.9,0,136,5.9,175,,9.81,30.3
23,590823A001,남원시 이백면,2016-12-23,2,4.4,1.1,84.8,246.8,1.6,2.5,14,2.6,1127,2,8.17,24.4
24,536824B002,해남군 옥천면,2016-12-24,3.9,6.8,-0.8,71.2,306.3,0.9,0,,8.5,,,7.34,22.5
24,037268B004,상주시 공성면,2016-12-24,-1.4,2.3,-4.9,72.8,292.3,1,0,214,5.8,0,,6.57,
24,714902A001,청도군 화양읍,2016-12-24,1.5,7.3,-2.5,62.9,285.9,0.4,0,406,10,0,1.5,6.29,
24,660985B001,진주시 초전동,2016-12-24,2.4,7.3,-1.6,72.7,34.7,1.5,0,,9.2,0,,6,
24,330846A001,천안시 목천읍,2016-12-24,-2.5,-0.2,-4.6,79.2,211.5,0.3,0,,25.5,634,-2.6,4.65,
24,590823A001,남원시 이백면,2016-12-24,1,3.8,-1.3,74.7,303,0.8,0,346,8.1,35,1.5,7.42,23.6
24,429843A001,시흥시 하중동,2016-12-24,-0.9,1.8,-2.9,70.5,263,0.5,0,52,5.1,,,,
24,269811A001,철원군 동송읍,2016-12-24,-2.6,-0.9,-4.1,79.7,271.4,1.5,0,,2.6,0,-0.4,3.81,
24,627911A001,밀양시 상남면,2016-12-24,2.4,8.4,-1.8,66.4,273,1.4,0,388,8.5,0,,7.64,29.9
24,063057B009,제주시 애월읍,2016-12-24,4.2,6.3,3,68.4,,0,0,,4.4,0,4.7,,
24,618803A001,부산시 강서구,2016-12-24,2.9,7.2,-1,73.1,285.5,1.4,0,,9.7,0,,8.16,
