no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt
6,590823A001,남원시 이백면,2017-11-06,7.4,19.3,-2.5,74.4,254.8,0.5,0,551,14.4,140,8.7,11.22,18.9
6,627911A001,밀양시 상남면,2017-11-06,8.3,19.8,0.1,73.5,140.1,0.9,0,551,13.7,824,,12.76,26.6
6,429843A001,시흥시 하중동,2017-11-06,10.7,16.9,5.9,78.7,176.2,0.4,0,237,9.7,,,13.43,
6,536824B002,해남군 옥천면,2017-11-06,8.2,20,-0.5,85.6,321.7,0.2,0,456,13.8,,,13.06,9.9
6,269811A001,철원군 동송읍,2017-11-06,7.7,14.5,1.9,80.4,220.4,0.8,0,,6.6,0,9,11.4,
6,037268B004,상주시 공성면,2017-11-06,6.4,19.2,-2.2,74,148.9,0.2,0,526,11.2,63,,13.58,
6,714902A001,청도군 화양읍,2017-11-06,7.1,19.8,-2,68.3,289,0.2,0,566,16.3,270,6.8,12.76,
6,618803A001,부산시 강서구,2017-11-06,9,18.3,0.1,81.3,216,1.3,0,,14.5,0,,13.92,
6,534833E001,무안군 청계면,2017-11-06,8.3,16.5,1.8,86.4,14.7,0.9,0,547,14.2,0,8.9,12.24,
6,487915A001,포천시 신북면,2017-11-06,8.7,15.8,2.1,84.7,195.6,0.5,0,516,14.1,,8.7,,
6,635821A001,창녕군 대지면,2017-11-06,7.2,18.9,-0.7,76.8,184,0.4,0,470,12.8,411,7.1,13.02,
6,742290A001,상주시 초산동,2017-11-06,7.2,19.1,-1.3,70.8,141.4,0.4,0,266,12.5,323,6.5,12.56,32.1
6,539823A001,진도군 군내면,2017-11-06,8.4,17.8,0.6,82.7,270.1,0.8,0,559,14.2,987,,14.27,18.6
7,742290A001,상주시 초산동,2017-11-07,12.5,21.6,4.4,69.3,165.2,0.5,0,267,12.2,239,11.6,12.49,32.1
7,660985B001,진주시 초전동,2017-11-07,12,19.7,3.3,90,202.7,0.3,0,,7.7,336,11.2,12.56,
7,590823A001,남원시 이백면,2017-11-07,13.3,20.3,6.9,80.9,257.4,0.2,0,255,8.6,0,13.8,12.35,18.9
7,037268B004,상주시 공성면,2017-11-07,11,21.4,2.2,76.5,223.6,0.4,0,478,8.3,497,,13.5,
7,536824B002,해남군 옥천면,2017-11-07,12.9,19.5,5.1,91.6,138.9,0.1,0,1,3.6,,,13.52,9.9
7,534833E001,무안군 청계면,2017-11-07,15.9,20.7,9.6,82.6,64.2,0.9,0,181,8,0,15.9,13.85,
7,269811A001,철원군 동송읍,2017-11-07,10.7,16.3,4.2,82.1,131.4,0.2,0,,4,0,11.1,11.54,
7,063057B009,제주시 애월읍,2017-11-07,18,22.9,12.5,76.2,,0,0.5,,6,1035,18,15.53,
7,429843A001,시흥시 하중동,2017-11-07,14.6,20.4,6.6,75.4,138.9,0.3,0,189,8.1,,,13.58,
7,627911A001,밀양시 상남면,2017-11-07,11.9,20.1,3.7,80.4,157.8,0.7,0,326,9.7,610,,13.09,26.5
7,330846A001,천안시 목천읍,2017-11-07,11.6,19.5,3.5,77.2,101.9,0.3,0,,17.4,0,11.8,12.12,
7,714902A001,청도군 화양읍,2017-11-07,10.4,20.7,1.3,76.3,238.3,0.1,0,373,11.8,344,10.1,12.98,
7,635821A001,창녕군 대지면,2017-11-07,11.3,19.5,3,80.2,182.4,0.4,0,358,9.1,132,10.9,13.25,
7,539823A001,진도군 군내면,2017-11-07,14.2,20.8,7.4,87.2,118.9,0.5,0,11,4.3,822,,14.76,18.8
7,487915A001,포천시 신북면,2017-11-07,11.5,18.4,4.5,84.6,247.3,0.5,0,203,3.1,,11.5,,
7,618803A001,부산시 강서구,2017-11-07,12.9,19.5,4.2,88.3,226.5,1.1,0,,9,0,,13.95,
8,660985B001,진주시 초전동,2017-11-08,15.5,22.5,7.6,72.9,331.5,1.5,0,,11.6,0,13.3,14.38,
8,269811A001,철원군 동송읍,2017-11-08,11.5,15.6,2.1,66.4,214.5,2.3,0,,9.2,0,11.4,12.13,
8,063057B009,제주시 애월읍,2017-11-08,13.6,17.6,,48.5,,0,0,,11.9,534,16.3,17.11,
8,590823A001,남원시 이백면,2017-11-08,12.7,19.1,3.6,75.4,275,0.9,0,447,10.9,0,12.8,13.49,19
8,429843A001,시흥시 하중동,2017-11-08,14.1,17.7,6.1,68.6,286.5,1.5,0,284,10.4,,,14.15,
8,539823A001,진도군 군내면,2017-11-08,14.8,18.6,9.4,75.4,250.9,2.1,0,419,11.6,464,,15.81,18.8
8,618803A001,부산시 강서구,2017-11-08,16.8,22.9,11.5,68.3,301.2,1.7,0,,12.8,0,,14.75,
8,487915A001,포천시 신북면,2017-11-08,12.4,17.1,2.8,69.8,87,0.9,0,580,16.4,,12.4,,
8,714902A001,청도군 화양읍,2017-11-08,14.3,22.6,9,57.4,270.4,0.7,0,502,14.1,0,13.3,14.22,
8,627911A001,밀양시 상남면,2017-11-08,15.9,23.4,10.3,64.1,274.6,1.3,0,467,11.9,561,,14.58,26.5
8,534833E001,무안군 청계면,2017-11-08,14.2,17.5,6.9,84.2,327.2,1.6,0,442,11.6,0,14.3,15.18,
8,330846A001,천안시 목천읍,2017-11-08,13.2,17.7,5.1,67.8,102.3,0.7,0,,16.1,0,13.3,14.35,
8,536824B002,해남군 옥천면,2017-11-08,15.2,19.9,9.1,76.2,294.7,1.4,0,414,11.8,,,14.85,9.7
8,037268B004,상주시 공성면,2017-11-08,13.3,19.4,4.3,61.8,275.5,1.5,0,419,3.8,69,,14.02,
8,635821A001,창녕군 대지면,2017-11-08,14.8,22.5,10,65.9,357.3,1.2,0,509,11.4,3,13.8,14.36,
8,742290A001,상주시 초산동,2017-11-08,14,20.4,5.6,57.4,247.6,1.3,0,242,11.2,118,13.3,13.27,32
9,536824B002,해남군 옥천면,2017-11-09,10.1,20.6,1.7,75.4,124.2,0.4,0,490,13.5,,,13.82,9.6
9,660985B001,진주시 초전동,2017-11-09,9.9,19.3,1.5,76.2,33.1,0.7,0,,11.9,0,8.6,13,
9,429843A001,시흥시 하중동,2017-11-09,8,16.8,0.7,65.2,195.4,0.2,0,371,11.1,,,13.76,
9,330846A001,천안시 목천읍,2017-11-09,7,16.2,-0.7,60.1,97.2,0.2,0,,20.4,0,7,11.46,
9,635821A001,창녕군 대지면,2017-11-09,9.9,19,3.2,62.8,2.5,0.8,0,554,12.1,0,8.9,13.89,
9,539823A001,진도군 군내면,2017-11-09,10.8,18.4,5.3,65.1,141.6,1.3,0,554,14.3,333,,15.32,18.6
9,487915A001,포천시 신북면,2017-11-09,5.9,15.6,-1.3,69.5,137.8,0.4,0,584,19.6,,5.9,,
9,618803A001,부산시 강서구,2017-11-09,12,19.6,4.7,66.2,323.6,1,0,,13.2,0,,14.64,
9,037268B004,상주시 공성면,2017-11-09,6.1,17.8,-1.7,65.9,157.4,0.3,0,541,11.2,88,,13.77,
9,627911A001,밀양시 상남면,2017-11-09,11.3,19.9,5.4,60.5,194.1,1,0,540,12.2,164,,14.03,26.3
9,714902A001,청도군 화양읍,2017-11-09,9.7,22.1,1.6,58.8,213.5,0.2,0,564,14.9,0,8.8,13.6,
9,590823A001,남원시 이백면,2017-11-09,7.4,18.4,-0.5,72,180.2,0.3,0,561,13.7,198,8.7,12.45,18.8
9,269811A001,철원군 동송읍,2017-11-09,4.8,13.9,-2,73.1,241.3,0.2,0,,10.1,0,7.9,11.8,
9,534833E001,무안군 청계면,2017-11-09,9,18.2,2.3,78.7,356.8,0.7,0,556,14.2,0,8.9,13.34,
9,063057B009,제주시 애월읍,2017-11-09,11.7,17.9,7.3,72.2,,0,0,,15.7,4,13.1,13.9,
9,742290A001,상주시 초산동,2017-11-09,7.6,17.7,1,58.4,89.8,0.4,0,283,13,0,6.8,12.96,31.8
10,660985B001,진주시 초전동,2017-11-10,12.4,21.3,3.2,79.2,259.2,1.7,0,,8.6,38,11.2,12.93,
10,742290A001,상주시 초산동,2017-11-10,8.9,19.5,0,67.6,252.4,1.4,0,119,8.5,417,8.6,12.32,31.7
10,037268B004,상주시 공성면,2017-11-10,8.5,20.4,-1.7,70.7,259.5,1.4,1.5,321,8,155,,13.27,
10,714902A001,청도군 화양읍,2017-11-10,11.5,21.6,2.5,67.7,241.6,0.8,0,296,9.4,468,11.3,13.32,
10,635821A001,창녕군 대지면,2017-11-10,12.3,22.1,3.2,71.7,240.5,1.8,0,360,9.6,9,12,13.6,
10,536824B002,해남군 옥천면,2017-11-10,12.6,22.3,3.8,81.8,282.4,1.1,0,252,8.8,,,13.81,9.5
10,487915A001,포천시 신북면,2017-11-10,7.4,15.2,1.3,80.2,213.4,1.2,6,199,0.7,,7.4,,
10,330846A001,천안시 목천읍,2017-11-10,8.2,16.9,1.1,75.1,135.8,0.5,5,,14.1,123,8.1,10.98,
10,618803A001,부산시 강서구,2017-11-10,14.5,21.8,5.5,79.2,253,3,0,,10.7,4,,14.48,
10,539823A001,진도군 군내면,2017-11-10,14.5,21.6,5.1,74.7,253.1,2.6,0,243,8.5,508,,15.11,18.6
10,627911A001,밀양시 상남면,2017-11-10,12.9,21.8,4.1,73.2,191.3,1.7,0,390,9.1,600,,13.65,26.3
10,429843A001,시흥시 하중동,2017-11-10,9.8,17.5,4,75.3,274.1,1.7,3,41,4.3,,,13.24,
10,269811A001,철원군 동송읍,2017-11-10,6.8,14.8,1,76.4,191.2,3.9,9,,2.1,113,7.7,11.21,
10,534833E001,무안군 청계면,2017-11-10,13.5,21.4,6.3,82.9,303,1.8,0,244,9.2,0,13.4,13.58,
10,063057B009,제주시 애월읍,2017-11-10,14.6,21.5,9.9,75.5,,0,0,,12.8,84,15.1,14.57,
10,590823A001,남원시 이백면,2017-11-10,10.2,19.9,1.4,76.8,244.4,1.3,0.5,242,7.8,304,10.6,11.99,18.6
11,536824B002,해남군 옥천면,2017-11-11,9.1,13.8,0.2,62,303.9,1.5,0,481,13.5,,,13.62,9.3
11,037268B004,상주시 공성면,2017-11-11,5.4,10.9,-2.3,51.2,280.5,2.1,0,537,11.6,0,,13.16,
11,742290A001,상주시 초산동,2017-11-11,6.7,12.9,-0.1,44.5,236.5,1.2,0,288,13,0,6.3,12.18,31.6
11,635821A001,창녕군 대지면,2017-11-11,8.1,13.4,0.3,45,7.8,2.8,0,558,13.1,0,7.5,13.72,
11,487915A001,포천시 신북면,2017-11-11,3.7,9.4,-2,64.6,92.2,0.8,0,580,22.9,,3.7,,
11,269811A001,철원군 동송읍,2017-11-11,3.5,9,-1.7,63.6,228.6,1.4,0,,10.5,0,5.8,10.52,
11,714902A001,청도군 화양읍,2017-11-11,7.5,13.7,-0.4,38.7,292.5,1.1,0,561,17,0,6.9,13.2,
11,660985B001,진주시 초전동,2017-11-11,9.1,15.1,0.3,52.3,9.5,2.6,0,,12.7,0,7.5,12.58,
11,330846A001,천안시 목천읍,2017-11-11,4.9,10.2,-0.9,58.2,174.4,0.5,0,,22.6,0,4.7,9.57,
11,534833E001,무안군 청계면,2017-11-11,8.2,11.7,0.9,67.7,329.8,1.9,0,532,14,0,8.3,13,
11,429843A001,시흥시 하중동,2017-11-11,6.2,11.1,0.6,57.7,282.4,1.3,3,375,11.8,,,12.83,
11,590823A001,남원시 이백면,2017-11-11,6.3,11.9,-0.8,59,298.9,1.3,0,559,13.9,40,7.3,12.16,18.6
11,618803A001,부산시 강서구,2017-11-11,9.8,15,4.5,49.3,326.8,2.4,0,,14.3,0,,14.6,
11,063057B009,제주시 애월읍,2017-11-11,8.8,11.9,4.1,63.8,,0,0,,13.3,0,10.1,13.45,
11,539823A001,진도군 군내면,2017-11-11,9.5,12.5,3.8,56.3,248.6,2.7,0,513,13.8,152,,15.14,18.5
11,627911A001,밀양시 상남면,2017-11-11,8.8,14.8,1.2,41.9,268,2.6,0,546,13.3,0,,13.57,26.2
12,742290A001,상주시 초산동,2017-11-12,3.9,14.4,-3.5,65.2,162.9,0.5,0,262,12.6,152,3.5,11.25,31.5
12,536824B002,해남군 옥천면,2017-11-12,6,16.7,-1.5,79.7,30.5,0.3,0,480,12.5,,,12.45,9.2
12,539823A001,진도군 군내면,2017-11-12,6.4,14.7,0.6,74.6,91.8,1,0,551,13.3,878,,14.12,18.4
12,590823A001,남원시 이백면,2017-11-12,3.8,14.3,-2.5,68.9,111.2,0.3,0,513,12.1,72,5.3,10.83,18.3
12,618803A001,부산시 강서구,2017-11-12,7.7,15.7,0.3,70.3,177.9,1.3,0,,12.2,0,,13.69,
12,037268B004,상주시 공성면,2017-11-12,2.9,14.3,-5.2,69.2,266.5,0.5,0,504,0.6,31,,12.39,
12,330846A001,천안시 목천읍,2017-11-12,3,11.1,-3.5,74.4,156.5,0.3,0,,22.8,0,2.8,7.85,
12,635821A001,창녕군 대지면,2017-11-12,4.9,14.7,-1.9,66.8,178.9,0.6,0,527,10.7,59,4.5,12.28,
12,714902A001,청도군 화양읍,2017-11-12,4.4,14.8,-3.3,63,249.6,0.3,0,514,14.2,0,3.9,11.58,
12,063057B009,제주시 애월읍,2017-11-12,7.9,12.7,3.4,84.1,,0,0,,10.1,0,8.7,11.04,
12,627911A001,밀양시 상남면,2017-11-12,6.1,15.5,-0.9,62.4,249.2,0.7,0,476,11,9,,12.16,26.1
12,534833E001,무안군 청계면,2017-11-12,6.4,14.3,0.9,80.8,15.7,1.1,0,491,11.9,0,6.6,11.69,
12,429843A001,시흥시 하중동,2017-11-12,4.2,11.8,-1.7,77.1,255.9,0.3,0,314,10.3,,,11.9,
12,660985B001,진주시 초전동,2017-11-12,5.4,15.5,-2.1,72.9,115.6,0.6,0,,11,86,5.1,10.99,
12,269811A001,철원군 동송읍,2017-11-12,1.7,10.1,-4,78.2,243.4,0.3,0,,9.9,0,4.8,9.76,
12,487915A001,포천시 신북면,2017-11-12,1.9,10.6,-4.5,81.6,159.3,0.3,0,537,20.4,,1.9,,
13,534833E001,무안군 청계면,2017-11-13,8.2,14.8,1.6,85.2,28.8,0.7,0,216,9.2,0,8.4,11.68,
13,660985B001,진주시 초전동,2017-11-13,7.7,15.9,-0.5,83.9,140,0.6,0,,8.5,0,7.3,10.83,
13,590823A001,남원시 이백면,2017-11-13,6.1,15.1,-0.9,71,228.2,0.2,0,205,8,0,7.2,10.45,18.3
13,635821A001,창녕군 대지면,2017-11-13,6.7,16.2,-0.6,74.7,167.1,0.7,0,342,9.3,264,6.7,11.91,
13,742290A001,상주시 초산동,2017-11-13,4.9,13.5,-2.4,67.9,214.9,0.5,0,41,6.6,312,4.8,10.75,31.5
13,037268B004,상주시 공성면,2017-11-13,4.5,13,-3.8,72.4,87.6,0.4,0,83,0.4,38,,11.91,
13,269811A001,철원군 동송읍,2017-11-13,4.4,10.6,-1.6,84.4,136.1,2.1,2,,2.8,8,5.6,9.27,
13,330846A001,천안시 목천읍,2017-11-13,5.7,11.7,-1.5,72.8,96.4,0.3,0,,18.7,0,5.7,8.21,
13,063057B009,제주시 애월읍,2017-11-13,10.4,17.6,5.4,72.8,,0,0,,9.2,200,10.6,11.42,
13,618803A001,부산시 강서구,2017-11-13,9.7,17.2,1.8,81.8,249,1.3,0,,11.2,0,,13.27,
13,714902A001,청도군 화양읍,2017-11-13,6.5,16.5,-1.8,67.2,266.6,0.1,0,376,12.3,0,6.1,11.25,
13,539823A001,진도군 군내면,2017-11-13,7.5,15.4,0.8,82.7,244.3,0.8,0,282,9,948,,13.58,18.4
13,536824B002,해남군 옥천면,2017-11-13,7.9,16.8,0.9,84.1,313.4,0.3,0,227,8.9,,,12.31,9.2
13,627911A001,밀양시 상남면,2017-11-13,7.9,16.9,0.2,73.6,128.6,0.7,0,375,10,532,,11.77,26.1
13,487915A001,포천시 신북면,2017-11-13,5,10.3,-1.8,86.8,257.1,0.9,0,147,1.2,,5,,
13,429843A001,시흥시 하중동,2017-11-13,8.5,13.2,1.1,76.4,128,0.8,1,5,4.2,,,11.43,
14,539823A001,진도군 군내면,2017-11-14,9.8,15.5,2,69,251.7,1.3,0,497,12.4,593,,13.78,18.4
14,714902A001,청도군 화양읍,2017-11-14,8.8,16.7,2.8,54.5,287.2,0.4,0,537,14.1,0,7.9,11.74,
14,590823A001,남원시 이백면,2017-11-14,7.3,14.5,0.2,65.3,276.9,0.9,0,539,11.8,0,8.1,10.92,18.3
14,269811A001,철원군 동송읍,2017-11-14,5.6,10.3,-1,52,205.4,3.4,0,,10,0,5.7,9.18,
14,534833E001,무안군 청계면,2017-11-14,8.5,14.4,2.3,76.5,327.7,1,0,518,12.2,0,8.3,12.12,
14,063057B009,제주시 애월읍,2017-11-14,11.8,14.8,7,71.7,,0,0,,13,26,12.7,13.41,
14,660985B001,진주시 초전동,2017-11-14,10.1,17.6,3.1,64.1,353.8,1.9,0,,10.8,8,8.3,11.44,
14,742290A001,상주시 초산동,2017-11-14,10.3,14.7,5.5,44.4,253,1.8,0,234,11.4,0,9.6,11.06,31.4
14,037268B004,상주시 공성면,2017-11-14,8.9,13.4,1.9,52.8,277.5,2.1,0,517,0.3,0,,11.95,
14,627911A001,밀양시 상남면,2017-11-14,10.3,18,4.1,58,278.4,1.2,0,526,11.4,379,,12.26,26
14,536824B002,해남군 옥천면,2017-11-14,9.3,16.6,1.3,72.5,305.3,0.7,0,457,12.1,,,12.68,9.1
14,487915A001,포천시 신북면,2017-11-14,5.7,10.2,-1.4,61.4,112.3,0.9,0,576,21.6,,5.7,,
14,635821A001,창녕군 대지면,2017-11-14,8.8,17.7,1.3,64.4,329.5,1,0,524,10.6,0,7.8,12.32,
14,618803A001,부산시 강서구,2017-11-14,12,17.7,6.8,60.2,284,2.2,0,,12.3,0,,13.47,
14,330846A001,천안시 목천읍,2017-11-14,7.4,12.1,1.9,59.5,188.2,0.5,0,,21.5,0,7,9.14,
14,429843A001,시흥시 하중동,2017-11-14,8.6,12.6,2.7,57.2,284.1,1.6,1,367,11.4,,,11.56,
15,714902A001,청도군 화양읍,2017-11-15,4.7,13.1,-1.9,51.6,275.8,0.6,0,436,13,0,4,11.02,
15,618803A001,부산시 강서구,2017-11-15,7.5,13.9,0.3,54.9,275.5,2.4,0,,13.2,0,,13.12,
15,742290A001,상주시 초산동,2017-11-15,4.5,10.9,-0.5,53.6,250.3,1.1,0,160,9.7,0,4.3,10.74,31.3
15,037268B004,상주시 공성면,2017-11-15,5.6,10,0.5,49.6,277.2,2.4,0,264,7.6,0,,11.76,
15,330846A001,천안시 목천읍,2017-11-15,4.5,8.5,0.7,57.2,114.7,0.6,0,,21.6,0,4.6,8.17,
15,627911A001,밀양시 상남면,2017-11-15,6.2,14.6,-1,54.9,258.7,1.2,0,484,11.7,0,,11.62,25.9
15,534833E001,무안군 청계면,2017-11-15,6.2,11.9,-0.6,70.9,311.9,1.1,0,380,9.4,0,5.4,10.7,
15,536824B002,해남군 옥천면,2017-11-15,5.1,13.7,-1.1,77.3,294.4,0.7,0,366,11.1,,,11.75,9
15,269811A001,철원군 동송읍,2017-11-15,0.3,3.8,-3,57.7,216.6,3.1,0,,9.3,0,2.7,8.68,
15,063057B009,제주시 애월읍,2017-11-15,8.5,12.7,4.4,64.2,,0,0,,12.3,0,9.1,11.51,
15,429843A001,시흥시 하중동,2017-11-15,4.3,7.9,-0.8,59.6,285.7,1.5,0,315,10,,,11.22,
15,487915A001,포천시 신북면,2017-11-15,0.5,5.1,-3.2,61.2,94.2,1,0,522,20,,0.5,,
15,539823A001,진도군 군내면,2017-11-15,6.4,13.1,-0.5,67.2,272.9,1.6,0,370,10.8,566,,13.23,18.3
15,635821A001,창녕군 대지면,2017-11-15,4.8,13,-1.6,61,306.7,1.3,0,475,10.5,0,4.1,11.53,
15,660985B001,진주시 초전동,2017-11-15,6.9,13.3,0.7,59.2,339.7,2,0,,10.1,0,5.4,10.4,
15,590823A001,남원시 이백면,2017-11-15,3.4,10.9,-1.9,68.3,268.7,1,0,430,10.7,0,4.8,10.26,18.1
16,536824B002,해남군 옥천면,2017-11-16,4.1,12.1,-2.1,78.3,303.2,0.4,0,443,12.5,,,11.1,9
16,742290A001,상주시 초산동,2017-11-16,3.1,10.3,-2.7,48.2,228.2,0.7,0,279,12.5,0,2.7,10.1,31.2
16,618803A001,부산시 강서구,2017-11-16,4.4,11,-1.5,65.8,284.7,1.3,0,,13.1,0,,12.28,
16,487915A001,포천시 신북면,2017-11-16,-2.2,5.5,-8.4,59.3,156.2,0.4,0,568,21.7,,-2.2,,
16,429843A001,시흥시 하중동,2017-11-16,0.9,7.7,-4.3,53.5,224.7,0.3,0,374,11,,,10.41,
16,534833E001,무안군 청계면,2017-11-16,4.5,10.6,-0.4,78.7,23.4,0.9,0,545,13,0,5,10.36,
16,660985B001,진주시 초전동,2017-11-16,4.1,11.9,-2.5,73.2,167.8,0.8,0,,11.2,31,4,9.45,
16,539823A001,진도군 군내면,2017-11-16,4.1,11.8,-1.5,77.1,130.7,1.1,0,501,12.8,835,,12.47,18.3
16,037268B004,상주시 공성면,2017-11-16,2.3,8.9,-4.1,52,279.9,1.4,0,528,10.9,0,,11.29,
16,714902A001,청도군 화양읍,2017-11-16,3.9,10.9,-1.7,50.1,254,0.3,0,550,16.3,0,3.1,10.25,
16,330846A001,천안시 목천읍,2017-11-16,0.8,6.9,-4.3,56,148.6,0.3,0,,24.7,0,0.5,6.76,
16,627911A001,밀양시 상남면,2017-11-16,3.7,11.7,-2.5,61.4,229.4,1,0,541,12.2,0,,10.65,25.9
16,635821A001,창녕군 대지면,2017-11-16,2.7,10.8,-3.6,67.4,14.4,0.8,0,549,11.6,48,2,10.72,
16,269811A001,철원군 동송읍,2017-11-16,-2.6,4.5,-7.6,63,317.3,0.1,0,,9.9,0,0.8,3.38,
16,063057B009,제주시 애월읍,2017-11-16,7.9,12.4,4.9,70,,0,0,,12,0,8.8,10.97,
16,590823A001,남원시 이백면,2017-11-16,2.5,10.8,-3.4,65.2,286.3,0.6,0,544,13.1,0,4.1,9.45,18
17,429843A001,시흥시 하중동,2017-11-17,3.8,8.8,-2.9,55,280.2,0.6,0,0,2.5,,,9.66,
17,037268B004,상주시 공성면,2017-11-17,1,7.5,-6.4,70.1,82.2,0.3,0,237,5.8,18,,10.64,
17,536824B002,해남군 옥천면,2017-11-17,7,14.4,-0.9,82.5,107.8,0.4,1.5,82,6.3,,,10.85,9
17,330846A001,천안시 목천읍,2017-11-17,2.4,7.6,-4.7,61.7,93,0.4,0,,19.8,0,2.4,6.15,
17,487915A001,포천시 신북면,2017-11-17,-0.4,5.1,-6.8,68,114.8,0.7,0,47,0.5,,-0.4,,
17,627911A001,밀양시 상남면,2017-11-17,5.9,14.8,-2.2,65.5,157.6,0.8,0,427,10.6,0,,10.12,25.9
17,590823A001,남원시 이백면,2017-11-17,5,13.9,-3.5,59.3,126.3,0.2,0,353,8.8,15,6,8.88,17.9
17,742290A001,상주시 초산동,2017-11-17,2.1,8,-5.1,59.5,93.6,0.3,0,38,7.2,34,2.2,9.36,31.2
17,618803A001,부산시 강서구,2017-11-17,6.9,14.3,-0.8,78.2,355.1,0.9,0,,8.9,54,,11.67,
17,714902A001,청도군 화양읍,2017-11-17,4,12.7,-4.4,63.4,251.7,0.1,0,281,10.6,0,3.8,9.65,
17,534833E001,무안군 청계면,2017-11-17,7.3,13.2,0.4,67,62.3,0.9,0,164,6.9,0,7.3,9.92,
17,635821A001,창녕군 대지면,2017-11-17,4.7,13.2,-3.6,67.3,263.5,0.6,0,326,8.4,73,4.9,10.24,
17,269811A001,철원군 동송읍,2017-11-17,-1.5,2.8,-6.8,75.1,267.7,0.5,0,,0.9,0,0.8,4.48,
17,539823A001,진도군 군내면,2017-11-17,7.6,16.1,-0.1,75.4,116.6,1,0.5,172,7.4,837,,12.13,18.4
17,660985B001,진주시 초전동,2017-11-17,5.4,12.8,-2.4,78.1,86.2,0.6,0,,8.1,114,5,9.06,
17,063057B009,제주시 애월읍,2017-11-17,9.4,13.9,4,69.7,,0,1,,2.9,434,9.1,9.7,
18,635821A001,창녕군 대지면,2017-11-18,4.4,9,-1.5,40.3,8,3.9,0,559,11.7,0,4.5,10.74,
18,269811A001,철원군 동송읍,2017-11-18,-2.9,1.2,-6.3,51.5,230.2,3.2,0,,9.9,0,0.2,4.41,
18,627911A001,밀양시 상남면,2017-11-18,5.7,10.2,-0.5,39.2,285.4,3.5,0,520,12.1,3,,10.76,25.8
18,536824B002,해남군 옥천면,2017-11-18,4.8,9.6,2.2,66.1,304.6,2.5,0.5,425,12.6,,,10.81,8.8
18,534833E001,무안군 청계면,2017-11-18,4.4,9.4,2.3,64.1,336.6,3.3,0,245,9.4,0,4.6,9.84,
18,714902A001,청도군 화양읍,2017-11-18,3.8,8.7,-2.2,36.9,289,1.4,0,546,15.8,0,3.5,10.12,
18,063057B009,제주시 애월읍,2017-11-18,4.6,11.8,,63.7,,0,0,,4.5,113,6.1,9.06,
18,742290A001,상주시 초산동,2017-11-18,2.2,8.8,-3.3,42.7,252.2,1.5,0,265,12.3,11,2.1,9.38,31.1
18,429843A001,시흥시 하중동,2017-11-18,-0.2,3.9,-2.9,46.7,295.1,3.2,0,377,11.5,,,9.43,
18,660985B001,진주시 초전동,2017-11-18,5.8,10.3,-0.9,48.5,351.5,3.3,0,,11.3,0,4.8,9.74,
18,487915A001,포천시 신북면,2017-11-18,-2.5,1.1,-6.3,53.1,86.5,1.4,0,572,23.3,,-2.5,,
18,037268B004,상주시 공성면,2017-11-18,1.3,8.5,-2.9,47,276.1,2.9,0,511,10.8,0,,10.52,
18,618803A001,부산시 강서구,2017-11-18,6.8,11.3,1,44.5,311.8,2.8,0,,13,255,,12.03,
18,590823A001,남원시 이백면,2017-11-18,2.4,8.7,-4.6,49.6,287.5,2.3,0,536,13,30,3.6,9.56,17.9
18,539823A001,진도군 군내면,2017-11-18,5,9.5,3.2,59.4,250.7,3.5,0.5,173,8,218,,12.25,18.4
18,330846A001,천안시 목천읍,2017-11-18,-0.5,4.1,-3.8,49,125.9,1,0,,27.3,0,-0.6,5.79,
19,269811A001,철원군 동송읍,2017-11-19,-4.2,1.5,-10.2,51.2,220.2,1.4,0,,9.9,0,-1.1,3.26,
19,536824B002,해남군 옥천면,2017-11-19,4.6,8.2,1.9,58.7,305.6,1,0,438,12.5,,,10.18,8.9
19,063057B009,제주시 애월읍,2017-11-19,5.1,7.4,2.8,60.1,,0,0,,12.4,0,6.6,8.54,
19,660985B001,진주시 초전동,2017-11-19,2.9,8.2,-2.3,48.9,12.1,2.7,0,,11.3,0,2.4,7.77,
19,534833E001,무안군 청계면,2017-11-19,3.4,7.2,0.3,61.4,33.3,1.4,0,409,11.9,0,4.6,9.35,
19,429843A001,시흥시 하중동,2017-11-19,-0.7,4.6,-6.5,50.1,284.5,1.1,0,364,11.1,,,8.65,
19,714902A001,청도군 화양읍,2017-11-19,1,6.3,-2.9,35.8,294.2,1.2,0,462,15.3,0,0.8,8.55,
19,635821A001,창녕군 대지면,2017-11-19,1.5,6.3,-3.5,41.3,11.6,2.4,0,463,10.8,0,1.6,9.52,
19,539823A001,진도군 군내면,2017-11-19,4.8,8.7,1.7,57.5,196.7,1.8,0,437,12.4,15,,11.53,18.5
19,618803A001,부산시 강서구,2017-11-19,2.5,6.9,-1,44.6,293.8,2.8,0,,12.6,0,,11.27,
19,487915A001,포천시 신북면,2017-11-19,-4.4,2.5,-11,54.8,99.2,0.7,0,551,22.9,,-4.4,,
19,742290A001,상주시 초산동,2017-11-19,0.2,5.6,-4.1,34.4,237.8,1.4,0,264,12.2,0,0.1,8.33,31
19,037268B004,상주시 공성면,2017-11-19,-0.5,4.1,-4.2,41.8,272.5,1.9,0,493,9.7,0,,9.82,
19,627911A001,밀양시 상남면,2017-11-19,2.3,7.3,-1,39.5,287.8,2.9,0,497,11.9,0,,9.23,25.7
